"SellValue","SortId","VagrantItemLotId","BasicPrice","EnglishName","EnglishDescription","EnglishEffects","Id","Name","TranslatedName","Weight","VagrantBonusEneDropItemLotId","VagrantItemEneDropItemLotId","IconId","ItemType","RefCategory","RefId","SfxVariationId","SpEffectCategory","MaxStack","OverDexterity","GoodsCategory","GoodsUseAnim","BehaviorId","UseLimitCategory","Enable_live","Enable_gray","Enable_white","Enable_black","Enable_multi","Disable_offline","IsEquip","IsConsume","IsAutoEquip","IsEstablishment","IsOnlyOne","IsDrop","DisableMultiDropShare","DisableUseAtOutOfColiseum","DisableUseAtColiseum","IsDisableHand","IsFixItem","IsTravelItem","IsSuppleItem","IsFullSuppleItem","ReplaceItemId","CompTrophySedId","TrophySeqId","IsEnhance","UseMenu","YesNoDialogMessageId","IsDeposit","MagicId","ReplaceCategory","VowType0","VowType1","VowType2","VowType3","VowType4","VowType5","VowType6","VowType7","VowType8","VowType9","VowType10","VowType11","VowType12","VowType13","VowType14","VowType15","Pad"
"-1","1","-1","0","Estus Flask","The Undead treasure these dull green flasks.\nFill with Estus at bonfire. Fills HP.\n\nThe Estus Flasks are linked to the Fire\nKeepers. The Dark Tales also make reference:\n\n   An emerald flask, from the Keeper's soul\n   She lives to protect the flame,\n   And dies to protect it further","Fill with Estus at bonfire. Heals HP.","200","エストビン（HP）1_空","","0","-1","-1","2004","General","0","-1","50","0","1","50","0","254","0","0","True","True","False","False","True","False","True","False","True","False","False","False","False","False","True","False","False","False","True","False","201","-1","-1","False","None","0","True","-1","0","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","System.Byte[]"
"-1","2","-1","0","Estus Flask","The Undead treasure these dull green flasks.\nFill with Estus at bonfire. Fills HP.\n\nThe Estus Flasks are linked to the Fire\nKeepers. The Dark Tales also make reference:\n\n   An emerald flask, from the Keeper's soul\n   She lives to protect the flame,\n   And dies to protect it further","Fill with Estus at bonfire. Heals HP.","201","エストビン（HP）1_補充","","0","-1","-1","2005","General","2","3020","50","0","20","50","0","10","0","0","True","True","False","False","True","False","True","True","True","False","False","False","False","False","True","False","False","False","False","True","200","-1","27","False","None","0","True","-1","0","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","System.Byte[]"
"-1","3","-1","0","Estus Flask+1","The Undead treasure these dull green flasks.\nFill with Estus at bonfire. Fills HP.\n\nThe Estus Flasks are linked to the Fire\nKeepers. The Dark Tales also make reference:\n\n   An emerald flask, from the Keeper's soul\n   She lives to protect the flame,\n   And dies to protect it further","Fill with Estus at bonfire. Heals HP.","202","エストビン（HP）2_空","","0","-1","-1","2004","General","0","-1","50","0","1","50","0","254","0","0","True","True","False","False","True","False","True","False","True","False","False","False","False","False","True","False","False","False","True","False","203","-1","-1","False","None","0","True","-1","0","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","System.Byte[]"
"-1","4","-1","0","Estus Flask+1","The Undead treasure these dull green flasks.\nFill with Estus at bonfire. Fills HP.\n\nThe Estus Flasks are linked to the Fire\nKeepers. The Dark Tales also make reference:\n\n   An emerald flask, from the Keeper's soul\n   She lives to protect the flame,\n   And dies to protect it further","Fill with Estus at bonfire. Heals HP.","203","エストビン（HP）2_補充","","0","-1","-1","2005","General","2","3021","50","0","20","50","0","10","0","0","True","True","False","False","True","False","True","True","True","False","False","False","False","False","True","False","False","False","False","True","202","-1","-1","False","None","0","True","-1","0","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","System.Byte[]"
"-1","5","-1","0","Estus Flask+2","The Undead treasure these dull green flasks.\nFill with Estus at bonfire. Fills HP.\n\nThe Estus Flasks are linked to the Fire\nKeepers. The Dark Tales also make reference:\n\n   An emerald flask, from the Keeper's soul\n   She lives to protect the flame,\n   And dies to protect it further","Fill with Estus at bonfire. Heals HP.","204","エストビン（HP）3_空","","0","-1","-1","2004","General","0","-1","50","0","1","50","0","254","0","0","True","True","False","False","True","False","True","False","True","False","False","False","False","False","True","False","False","False","True","False","205","-1","-1","False","None","0","True","-1","0","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","System.Byte[]"
"-1","6","-1","0","Estus Flask+2","The Undead treasure these dull green flasks.\nFill with Estus at bonfire. Fills HP.\n\nThe Estus Flasks are linked to the Fire\nKeepers. The Dark Tales also make reference:\n\n   An emerald flask, from the Keeper's soul\n   She lives to protect the flame,\n   And dies to protect it further","Fill with Estus at bonfire. Heals HP.","205","エストビン（HP）3_補充","","0","-1","-1","2005","General","2","3022","50","0","20","50","0","10","0","0","True","True","False","False","True","False","True","True","True","False","False","False","False","False","True","False","False","False","False","True","204","-1","-1","False","None","0","True","-1","0","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","System.Byte[]"
"-1","7","-1","0","Estus Flask+3","The Undead treasure these dull green flasks.\nFill with Estus at bonfire. Fills HP.\n\nThe Estus Flasks are linked to the Fire\nKeepers. The Dark Tales also make reference:\n\n   An emerald flask, from the Keeper's soul\n   She lives to protect the flame,\n   And dies to protect it further","Fill with Estus at bonfire. Heals HP.","206","エストビン（HP）4_空","","0","-1","-1","2004","General","0","-1","50","0","1","50","0","254","0","0","True","True","False","False","True","False","True","False","True","False","False","False","False","False","True","False","False","False","True","False","207","-1","-1","False","None","0","True","-1","0","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","System.Byte[]"
"-1","8","-1","0","Estus Flask+3","The Undead treasure these dull green flasks.\nFill with Estus at bonfire. Fills HP.\n\nThe Estus Flasks are linked to the Fire\nKeepers. The Dark Tales also make reference:\n\n   An emerald flask, from the Keeper's soul\n   She lives to protect the flame,\n   And dies to protect it further","Fill with Estus at bonfire. Heals HP.","207","エストビン（HP）4_補充","","0","-1","-1","2005","General","2","3023","50","0","20","50","0","10","0","0","True","True","False","False","True","False","True","True","True","False","False","False","False","False","True","False","False","False","False","True","206","-1","-1","False","None","0","True","-1","0","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","System.Byte[]"
"-1","9","-1","0","Estus Flask+4","The Undead treasure these dull green flasks.\nFill with Estus at bonfire. Fills HP.\n\nThe Estus Flasks are linked to the Fire\nKeepers. The Dark Tales also make reference:\n\n   An emerald flask, from the Keeper's soul\n   She lives to protect the flame,\n   And dies to protect it further","Fill with Estus at bonfire. Heals HP.","208","エストビン（HP）5_空","","0","-1","-1","2004","General","0","-1","50","0","1","50","0","254","0","0","True","True","False","False","True","False","True","False","True","False","False","False","False","False","True","False","False","False","True","False","209","-1","-1","False","None","0","True","-1","0","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","System.Byte[]"
"-1","10","-1","0","Estus Flask+4","The Undead treasure these dull green flasks.\nFill with Estus at bonfire. Fills HP.\n\nThe Estus Flasks are linked to the Fire\nKeepers. The Dark Tales also make reference:\n\n   An emerald flask, from the Keeper's soul\n   She lives to protect the flame,\n   And dies to protect it further","Fill with Estus at bonfire. Heals HP.","209","エストビン（HP）5_補充","","0","-1","-1","2005","General","2","3024","50","0","20","50","0","10","0","0","True","True","False","False","True","False","True","True","True","False","False","False","False","False","True","False","False","False","False","True","208","-1","-1","False","None","0","True","-1","0","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","System.Byte[]"
"-1","11","-1","0","Estus Flask+5","The Undead treasure these dull green flasks.\nFill with Estus at bonfire. Fills HP.\n\nThe Estus Flasks are linked to the Fire\nKeepers. The Dark Tales also make reference:\n\n   An emerald flask, from the Keeper's soul\n   She lives to protect the flame,\n   And dies to protect it further","Fill with Estus at bonfire. Heals HP.","210","エストビン（HP）6_空","","0","-1","-1","2004","General","0","-1","50","0","1","50","0","254","0","0","True","True","False","False","True","False","True","False","True","False","False","False","False","False","True","False","False","False","True","False","211","-1","-1","False","None","0","True","-1","0","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","System.Byte[]"
"-1","12","-1","0","Estus Flask+5","The Undead treasure these dull green flasks.\nFill with Estus at bonfire. Fills HP.\n\nThe Estus Flasks are linked to the Fire\nKeepers. The Dark Tales also make reference:\n\n   An emerald flask, from the Keeper's soul\n   She lives to protect the flame,\n   And dies to protect it further","Fill with Estus at bonfire. Heals HP.","211","エストビン（HP）6_補充","","0","-1","-1","2005","General","2","3025","50","0","20","50","0","10","0","0","True","True","False","False","True","False","True","True","True","False","False","False","False","False","True","False","False","False","False","True","210","-1","-1","False","None","0","True","-1","0","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","System.Byte[]"
"-1","13","-1","0","Estus Flask+6","The Undead treasure these dull green flasks.\nFill with Estus at bonfire. Fills HP.\n\nThe Estus Flasks are linked to the Fire\nKeepers. The Dark Tales also make reference:\n\n   An emerald flask, from the Keeper's soul\n   She lives to protect the flame,\n   And dies to protect it further","Fill with Estus at bonfire. Heals HP.","212","エストビン（HP）7_空","","0","-1","-1","2004","General","0","-1","50","0","1","50","0","254","0","0","True","True","False","False","True","False","True","False","True","False","False","False","False","False","True","False","False","False","True","False","213","-1","-1","False","None","0","True","-1","0","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","System.Byte[]"
"-1","14","-1","0","Estus Flask+6","The Undead treasure these dull green flasks.\nFill with Estus at bonfire. Fills HP.\n\nThe Estus Flasks are linked to the Fire\nKeepers. The Dark Tales also make reference:\n\n   An emerald flask, from the Keeper's soul\n   She lives to protect the flame,\n   And dies to protect it further","Fill with Estus at bonfire. Heals HP.","213","エストビン（HP）7_補充","","0","-1","-1","2005","General","2","3026","50","0","20","50","0","10","0","0","True","True","False","False","True","False","True","True","True","False","False","False","False","False","True","False","False","False","False","True","212","-1","-1","False","None","0","True","-1","0","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","System.Byte[]"
"-1","15","-1","0","Estus Flask+7","The Undead treasure these dull green flasks.\nFill with Estus at bonfire. Fills HP.\n\nThe Estus Flasks are linked to the Fire\nKeepers. The Dark Tales also make reference:\n\n   An emerald flask, from the Keeper's soul\n   She lives to protect the flame,\n   And dies to protect it further","Fill with Estus at bonfire. Heals HP.","214","エストビン（HP）8_空","","0","-1","-1","2004","General","0","-1","50","0","1","50","0","254","0","0","True","True","False","False","True","False","True","False","True","False","False","False","False","False","True","False","False","False","True","False","215","-1","-1","False","None","0","True","-1","0","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","System.Byte[]"
"-1","16","-1","0","Estus Flask+7","The Undead treasure these dull green flasks.\nFill with Estus at bonfire. Fills HP.\n\nThe Estus Flasks are linked to the Fire\nKeepers. The Dark Tales also make reference:\n\n   An emerald flask, from the Keeper's soul\n   She lives to protect the flame,\n   And dies to protect it further","Fill with Estus at bonfire. Heals HP.","215","エストビン（HP）8_補充","","0","-1","-1","2005","General","2","3027","50","0","20","50","0","10","0","0","True","True","False","False","True","False","True","True","True","False","False","False","False","False","True","False","False","False","False","True","214","-1","-1","False","None","0","True","-1","0","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","System.Byte[]"
"-1","105","-1","0","","","","220","【DLC】闇フォース","","0","-1","-1","2157","General","1","300","98","0","99","50","0","14","0","0","True","True","True","True","True","False","True","False","True","False","False","True","False","False","False","False","False","False","False","False","-1","-1","-1","False","None","0","True","-1","0","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","System.Byte[]"
"1000","37","-1","0","","","","230","【DLC】エリンギの欠片","","0","-1","-1","2158","General","2","3041","1","0","99","50","0","0","0","2","True","True","True","True","True","False","True","True","True","False","False","True","False","False","True","False","False","False","False","False","-1","-1","-1","False","None","0","True","-1","0","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","System.Byte[]"
"1000","43","100000","0","Divine Blessing","Holy water from Goddess Gwynevere.\nFully restore HP and undo irregularities.\n\nThe Goddess of Sunlight Gwynevere, daughter of\nthe great Lord of Sunlight Gwyn, is cherished\nby all as the symbol of bounty and fertility.","Fully restore HP and undo irregularities","240","エリクサー","","0","100010","100020","2012","General","1","220","1","0","99","50","0","0","0","0","True","True","True","True","True","False","True","True","True","False","False","True","False","False","True","False","False","False","False","False","-1","-1","-1","False","None","0","True","-1","0","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","System.Byte[]"
"50","36","-1","0","Green Blossom","Green weed, shaped like a flower.\nTemporary boost to stamina recovery speed.\n\nThis uniquely bitter, biting herb is\nsometimes harvested in large quantities,\nbut normally it is an annual plant found\nnear water.","Temporary boost to stamina recovery speed","260","スタミナ草","","0","-1","-1","2014","General","2","3040","10","0","99","50","0","0","0","2","True","True","True","True","True","False","True","True","True","False","False","True","False","False","False","False","False","False","False","False","-1","-1","-1","False","None","0","True","-1","0","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","System.Byte[]"
"50","38","-1","0","Bloodred Moss Clump","Medicinal red moss clump.\nReduces bleeding build-up.\n\nBleeding builds up when attacked by sharp\nblades or spikes, and once triggered causes\nsevere damage. Use this moss clump before\nit reaches this point.","Reduces bleeding build-up","270","出血治療","","0","-1","-1","2015","General","1","170","11","0","99","50","0","0","0","0","True","True","True","True","True","False","True","True","True","False","False","True","False","False","False","False","False","False","False","False","-1","-1","-1","False","None","0","True","-1","0","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","System.Byte[]"
"50","39","-1","0","Purple Moss Clump","Medicinal purple moss clump.\nReduces poison build-up. Cures poison.\n\nPoison builds up in the body, and when it\nbreaks out, it causes gradual damage over\na period of time.\nPoison can be exasperating, so be certain to\ncarry the needed quantity of these moss\nclumps when destined for an afflicted area.","Reduces poison build-up. Cures poison.","271","毒治療","","0","-1","-1","2016","General","1","180","12","0","99","50","0","0","0","0","True","True","True","True","True","False","True","True","True","False","False","True","False","False","False","False","False","False","False","False","-1","-1","-1","False","None","0","True","-1","0","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","System.Byte[]"
"50","40","-1","0","Blooming Purple Moss Clump","Potently medicinal moss clump with a flower.\nReduces poison and toxin. Restores status.\n\nToxin is a more vicious form of poison which\nquickly leads to death.\n\nMoss clumps without a flower are useless\nagainst toxin, and a lack of these moss\nclumps could lead to an early demise.","Reduces poison and toxin. Restores status.","272","猛毒治療","","0","-1","-1","2017","General","1","190","13","0","99","50","0","0","0","0","True","True","True","True","True","False","True","True","True","False","False","True","False","False","False","False","False","False","False","False","-1","-1","-1","False","None","0","True","-1","0","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","System.Byte[]"
"1000","41","100100","0","Purging Stone","Ash-colored stone encasing a skull.\nSecret treasure of Arstor, the Earl of Carim.\nReduces curse build-up and breaks curse.\n\nHumans are helpless against curses,\nand can only redirect their influence.\nThe Purging Stone does not dispel curses,\nbut receives them as a surrogate. The stone\nitself was once a person or some other being.","Reduces curse build-up and breaks curse","274","呪治療","","0","100110","100120","2019","General","2","3090","15","0","99","50","0","0","0","0","True","True","True","True","True","False","True","True","True","False","False","True","False","False","True","False","False","False","False","False","-1","-1","-1","False","None","0","True","-1","0","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","System.Byte[]"
"200","42","-1","0","Egg Vermifuge","Bitter, sour chestnut.\nRemoves parasitic egg from body.\n\nThe egg-bearers have chosen to serve the\nFlame of Chaos, and the eggs symbolize this\nselfless choice.\n\nNaturally, these chestnuts are forbidden, but\nare allowed under special circumstances.","Removes parasitic egg from body","275","卵治療","","0","-1","-1","2013","General","2","3091","22","0","99","50","0","0","0","0","True","True","True","True","True","False","True","True","True","False","False","True","False","False","True","False","False","False","False","False","-1","-1","-1","False","None","0","True","-1","0","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","System.Byte[]"
"50","49","-1","0","Repair Powder","Lightly enchanted golden powder.\nRepairs weapon equipped in right hand.\n\nUse of a weapon depletes its durability,\neventually rendering it ineffective.\n\nRepair Powder is a precious method of repair\non the battlefield, as it obviates the need\nfor a Repairbox.","Repairs weapon equipped in right hand","280","武器修理","","0","-1","-1","2020","General","2","3100","16","0","99","50","0","5","0","0","True","True","True","True","True","False","True","True","True","False","False","True","False","False","False","True","True","False","False","False","-1","-1","-1","False","None","0","True","-1","0","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","System.Byte[]"
"10","46","-1","0","Throwing Knife","Throwing knife.\nUsed as a projectile.\n\nThrowing knives have limited range and\naccuracy compared to arrows, but offer a\nquick-and-easy ranged attack.\n\nUndead who lack other means of ranged\nattacks will do well to stock a few of these.","Throwing knife. Used as a projectile.","290","投げナイフ","","0","-1","-1","2021","General","1","100","17","5","99","50","0","2","0","0","True","True","True","True","True","False","True","True","True","False","False","True","False","False","False","False","False","False","False","False","-1","-1","-1","False","None","0","True","-1","0","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","System.Byte[]"
"50","47","-1","0","Poison Throwing Knife","Throwing knife.\nCoated with poison.\n\nThrowing knives have limited range and\naccuracy compared to arrows, but offer a\nquick-and-easy ranged attack.\n\nWhen a foe is poisoned, it will continually\ntake damage over a period of time.","Throwing knife. Coated with poison.","291","毒投げナイフ","","0","-1","-1","2022","General","1","101","18","5","99","50","0","2","0","0","True","True","True","True","True","False","True","True","True","False","False","True","False","False","False","False","False","False","False","False","-1","-1","-1","False","None","0","True","-1","0","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","System.Byte[]"
"50","44","-1","0","Firebomb","Bisque urn filled with black powder.\nExplodes, inflicting fire damage.\n\nRelatively powerful ranged weapon, especially\nin situations calling for fire damage.\nA very precious item at low levels.\n\nMany warriors use these to augment their\nstrategic repertoire.","Explodes, inflicting fire damage","292","火炎壷","","0","-1","-1","2023","General","1","110","19","5","99","50","0","3","0","0","True","True","True","True","True","False","True","True","True","False","False","True","False","False","False","False","False","False","False","False","-1","-1","-1","False","None","0","True","-1","0","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","System.Byte[]"
"200","48","-1","0","Dung Pie","Atrocious fecal waste material.\nThrow at enemy to build up toxins,\nbut also builds up your toxicity.\n\nAlthough the stench makes it difficult to\ncarry on one's person, turning an enemy toxic\ninflicts high damage over a period of time.","Turns enemy toxic, but also affects player","293","糞団子","","0","-1","-1","2024","General","1","150","20","5","99","50","0","2","0","0","True","True","True","True","True","False","True","True","True","False","False","True","False","False","False","False","False","False","False","False","-1","-1","-1","False","None","0","True","-1","0","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","System.Byte[]"
