WanderingEquipId,OldSortId,EquipModelId,SellValue,BasicPrice,EnglishName,Durability,FixPrice,DurabilityMax,Name,VagrantItemEneDropItemLotId,Weight,TranslatedName,Id,VagrantBonusEneDropItemLotId,VagrantItemLotId,SortId,EquipModelCategory,EquipModelGender,ProtectorCategory,HeadEquip,BodyEquip,ArmEquip,LegEquip,DefenseMaterial,DefenseMaterialSfx,IconIdM,IconIdF,PartsDmgType,PartsDamageRate,DefenseMaterial_Weak,DefenseMaterialSfx_Weak,KnockBack,KnockbackBounceRate,KnockbackParamId,SaDurability,CorectSARecover,DefFlickPower,FlickDamageCutRate,Set,DefensePhysics,DefenseBlow,DefenseSlash,DefenseThrust,DefenseMagic,DefenseFire,DefenseThunder,ResistBlood,ResistPoison,ResistCurse,Poise,ResidentSpEffectId,ResidentSpEffectId2,ResidentSpEffectId3,TrophySGradeId,IsDeposit,DisableMultiDropShare,SimpleModelForDlc,MaterialSetId,ReinforceTypeId,OriginEquipPro,OriginEquipPro1,OriginEquipPro2,OriginEquipPro3,OriginEquipPro4,OriginEquipPro5,OriginEquipPro6,OriginEquipPro7,OriginEquipPro8,OriginEquipPro9,OriginEquipPro10,OriginEquipPro11,OriginEquipPro12,OriginEquipPro13,OriginEquipPro14,OriginEquipPro15,UseFaceScale,InvisibleFlag00,InvisibleFlag01,InvisibleFlag02,InvisibleFlag03,InvisibleFlag04,InvisibleFlag05,InvisibleFlag06,InvisibleFlag07,InvisibleFlag08,InvisibleFlag09,InvisibleFlag10,InvisibleFlag11,InvisibleFlag12,InvisibleFlag13,InvisibleFlag14,InvisibleFlag15,InvisibleFlag16,InvisibleFlag17,InvisibleFlag18,InvisibleFlag19,InvisibleFlag20,InvisibleFlag21,InvisibleFlag22,InvisibleFlag23,InvisibleFlag24,InvisibleFlag25,InvisibleFlag26,InvisibleFlag27,InvisibleFlag28,InvisibleFlag29,InvisibleFlag30,InvisibleFlag31,InvisibleFlag32,InvisibleFlag33,InvisibleFlag34,InvisibleFlag35,InvisibleFlag36,InvisibleFlag37,InvisibleFlag38,InvisibleFlag39,InvisibleFlag40,InvisibleFlag41,InvisibleFlag42,InvisibleFlag43,InvisibleFlag44,InvisibleFlag45,InvisibleFlag46,InvisibleFlag47,FaceScaleM_ScaleX,FaceScaleM_ScaleZ,FaceScaleM_MaxX,FaceScaleM_MaxZ,FaceScaleF_ScaleX,FaceScaleF_ScaleZ,FaceScaleF_MaxX,FaceScaleF_MaxZ,QwcId,ShopLv
952000,0,9310,100,200,Dark Gauntlets,100,1200,100,????,101320,5.8,,42000,101310,101300,205,255,255,1,FALSE,FALSE,TRUE,TRUE,0,1,1014,1014,0,1.1,2,56,0,0,255,300,-0.1,300,255,Dark,27,27,29.7,25.4,18,18,15,18,12,0,9,-1,6300,-1,0,FALSE,FALSE,FALSE,7100,18,42000,42000,42000,42000,42000,42000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,1,1,0,0,1,1,-1,100
953000,512,9310,100,200,Dark Leggings,100,1200,100,????,101320,5.8,,43000,101310,101300,206,255,255,1,FALSE,FALSE,TRUE,TRUE,0,6,1015,1015,3,1.1,3,56,0,0,255,300,-0.1,300,255,Dark,27,27,29.7,25.4,18,18,15,18,12,0,9,-1,6300,-1,0,FALSE,FALSE,FALSE,7100,18,43000,43000,43000,43000,43000,43000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,1,1,0,0,1,1,-1,100
950000,16,9320,100,200,Brigand Hood,100,600,100,??????,100720,1.2,,50000,100710,100700,25,255,255,1,TRUE,FALSE,TRUE,TRUE,0,5,1016,1153,3,1.5,0,58,0,0,255,200,0,200,255,Brigand,9,9.9,9,8.1,8,5,6,8,8,0,0,-1,6300,-1,0,TRUE,FALSE,FALSE,7000,8,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,-1,-1,-1,-1,-1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1,1,1,1,1,1,1,1,-1,0
951000,-5951,9320,100,200,Brigand Armor,100,600,100,????,100720,3.1,,51000,100710,100700,26,255,255,1,TRUE,FALSE,TRUE,TRUE,0,2,1017,1154,3,1,1,58,0,0,255,200,0,200,255,Brigand,23,25.3,23,20.7,20,13,17,20,20,0,0,-1,6300,-1,0,TRUE,FALSE,TRUE,7000,20,51000,51000,51000,51000,51000,51000,51000,51000,51000,51000,51000,-1,-1,-1,-1,-1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,1,1,0,0,1,1,-1,0
952000,0,9320,100,200,Brigand Gauntlets,100,600,100,?????,100720,1.8,,52000,100710,100700,27,255,255,1,TRUE,FALSE,TRUE,TRUE,0,1,1018,1155,3,1.1,2,58,0,0,255,200,0,200,255,Brigand,14,15.4,14,12.6,12,8,10,12,12,0,0,-1,6300,-1,0,TRUE,FALSE,FALSE,7000,12,52000,52000,52000,52000,52000,52000,52000,52000,52000,52000,52000,-1,-1,-1,-1,-1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,1,1,0,0,1,1,-1,0
953000,512,9320,100,200,Brigand Trousers,100,600,100,??????,100720,1.8,,53000,100710,100700,28,255,255,1,TRUE,FALSE,TRUE,TRUE,0,6,1019,1156,3,1.1,3,58,0,0,255,200,0,200,255,Brigand,14,15.4,14,12.6,12,8,10,12,12,0,0,-1,6300,-1,0,TRUE,FALSE,FALSE,7000,12,53000,53000,53000,53000,53000,53000,53000,53000,53000,53000,53000,-1,-1,-1,-1,-1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,1,1,0,0,1,1,-1,0
950000,32,9350,100,200,Shadow Mask,100,600,100,????,101320,0.9,,60000,101310,101300,125,255,255,1,TRUE,FALSE,TRUE,TRUE,0,5,1020,1157,3,1.5,0,58,0,0,255,200,0,200,255,Shadow,9,9.9,9,9,5,6,6,15,18,0,0,-1,6300,-1,0,TRUE,FALSE,FALSE,7100,15,60000,60000,60000,60000,60000,60000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,1,1,1.2,1.2,1,1,1.2,1.2,-1,100
951000,-5951,9350,100,200,Shadow Garb,100,600,100,????,101320,2.3,,61000,101310,101300,126,255,255,1,TRUE,FALSE,TRUE,TRUE,0,2,1021,1158,3,1,1,58,0,0,255,200,0,200,255,Shadow,23,25.3,23,23,12,16,17,39,47,0,0,-1,6300,-1,0,TRUE,FALSE,TRUE,7100,39,61000,61000,61000,61000,61000,61000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,1,1,0,0,1,1,-1,100
952000,0,9350,100,200,Shadow Gauntlets,100,600,100,????,101320,1.4,,62000,101310,101300,127,255,255,1,TRUE,FALSE,TRUE,TRUE,0,1,1022,1159,3,1.1,2,58,0,0,255,200,0,200,255,Shadow,13,14.3,13,13,7,9,10,23,28,0,0,-1,6300,-1,0,TRUE,FALSE,FALSE,7100,23,62000,62000,62000,62000,62000,62000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,1,1,0,0,1,1,-1,100
953000,512,9350,100,200,Shadow Leggings,100,600,100,????,101320,1.4,,63000,101310,101300,128,255,255,1,TRUE,FALSE,TRUE,TRUE,0,6,1023,1160,3,1.1,3,58,0,0,255,200,0,200,255,Shadow,13,14.3,13,13,7,9,10,23,28,0,0,-1,6300,-1,0,TRUE,FALSE,FALSE,7100,23,63000,63000,63000,63000,63000,63000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,1,1,0,0,1,1,-1,100
950000,32,9290,100,200,Black Iron Helm,100,3000,100,????,101320,6,,70000,101310,101300,64,255,255,1,FALSE,FALSE,TRUE,TRUE,0,5,1024,1024,0,1.1,0,56,0,0,255,600,-0.1,600,255,Black Iron,27,25.7,31.1,27,11,19,8,17,10,5,12,6201,6300,-1,5,FALSE,FALSE,FALSE,7100,17,70000,70000,70000,70000,70000,70000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,1,1,1.1,1.15,1,1,1.1,1.15,-1,100
951000,-5951,9290,100,200,Black Iron Armor,100,3000,100,????,101320,15.6,,71000,101310,101300,65,255,255,1,FALSE,FALSE,TRUE,TRUE,0,2,1025,1025,0,1,1,56,0,0,255,600,-0.1,600,255,Black Iron,68,64.6,78.2,68,30,51,21,43,25,13,31,6211,6300,-1,13,FALSE,TRUE,FALSE,7100,43,71000,71000,71000,71000,71000,71000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,0,0,1,1,0,0,1,1,-1,100
952000,0,9290,100,200,Black Iron Gauntlets,100,3000,100,?????,101320,9.2,,72000,101310,101300,66,255,255,1,FALSE,FALSE,TRUE,TRUE,0,1,1026,1026,0,1.1,2,56,0,0,255,600,-0.1,600,255,Black Iron,40,38,46,40,17,30,13,25,14,8,18,6221,6300,-1,8,FALSE,FALSE,FALSE,7100,25,72000,72000,72000,72000,72000,72000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,1,1,0,0,1,1,-1,100
