"Id","Value"
"103100","Weapon type: Dagger
Attack type: Slash

This wide single-edged shortsword is
the favorite of lowly thieves and bandits.

Primarily a slicing weapon, but highly
effective when used for critical hits,
such as after parrying or from behind."
"103200","Weapon type: Dagger
Attack type: Slash

This wide single-edged shortsword is
the favorite of lowly thieves and bandits.

Primarily a slicing weapon, but highly
effective when used for critical hits,
such as after parrying or from behind."
"103300","Weapon type: Dagger
Attack type: Slash

This wide single-edged shortsword is
the favorite of lowly thieves and bandits.

Primarily a slicing weapon, but highly
effective when used for critical hits,
such as after parrying or from behind."
"103400","Weapon type: Dagger
Attack type: Slash

This wide single-edged shortsword is
the favorite of lowly thieves and bandits.

Primarily a slicing weapon, but highly
effective when used for critical hits,
such as after parrying or from behind."
"103500","Weapon type: Dagger
Attack type: Slash

This wide single-edged shortsword is
the favorite of lowly thieves and bandits.

Primarily a slicing weapon, but highly
effective when used for critical hits,
such as after parrying or from behind."
"103600","Weapon type: Dagger
Attack type: Slash

This wide single-edged shortsword is
the favorite of lowly thieves and bandits.

Primarily a slicing weapon, but highly
effective when used for critical hits,
such as after parrying or from behind."
"103700","Weapon type: Dagger
Attack type: Slash

This wide single-edged shortsword is
the favorite of lowly thieves and bandits.

Primarily a slicing weapon, but highly
effective when used for critical hits,
such as after parrying or from behind."
"103800","Weapon type: Dagger
Attack type: Slash

This wide single-edged shortsword is
the favorite of lowly thieves and bandits.

Primarily a slicing weapon, but highly
effective when used for critical hits,
such as after parrying or from behind."
"103900","Weapon type: Dagger
Attack type: Slash

This wide single-edged shortsword is
the favorite of lowly thieves and bandits.

Primarily a slicing weapon, but highly
effective when used for critical hits,
such as after parrying or from behind."
"104000","Weapon type: Dagger
Attack type: Slash

This sword, one of the rare dragon weapons,
came from the tail of Priscilla, the Dragon
Crossbreed in the painted world of Ariamis.
Possessing the power of lifehunt, it dances
about when wielded, in a fashion reminiscent
of the white-robed painting guardians."
"200000","Weapon type: Straight Sword
Attack type: Regular/Thrust

This small straight sword is widely used,
to an extent only matched by the longsword.

An accessible sword which inflicts consistent
regular damage and high slash damage, making
it applicable to a variety of situations."
"200100","Weapon type: Straight Sword
Attack type: Regular/Thrust

This small straight sword is widely used,
to an extent only matched by the longsword.

An accessible sword which inflicts consistent
regular damage and high slash damage, making
it applicable to a variety of situations."
"200200","Weapon type: Straight Sword
Attack type: Regular/Thrust

This small straight sword is widely used,
to an extent only matched by the longsword.

An accessible sword which inflicts consistent
regular damage and high slash damage, making
it applicable to a variety of situations."
"200300","Weapon type: Straight Sword
Attack type: Regular/Thrust

This small straight sword is widely used,
to an extent only matched by the longsword.

An accessible sword which inflicts consistent
regular damage and high slash damage, making
it applicable to a variety of situations."
"200400","Weapon type: Straight Sword
Attack type: Regular/Thrust

This small straight sword is widely used,
to an extent only matched by the longsword.

An accessible sword which inflicts consistent
regular damage and high slash damage, making
it applicable to a variety of situations."
"200500","Weapon type: Straight Sword
Attack type: Regular/Thrust

This small straight sword is widely used,
to an extent only matched by the longsword.

An accessible sword which inflicts consistent
regular damage and high slash damage, making
it applicable to a variety of situations."
"200600","Weapon type: Straight Sword
Attack type: Regular/Thrust

This small straight sword is widely used,
to an extent only matched by the longsword.

An accessible sword which inflicts consistent
regular damage and high slash damage, making
it applicable to a variety of situations."
"200700","Weapon type: Straight Sword
Attack type: Regular/Thrust

This small straight sword is widely used,
to an extent only matched by the longsword.

An accessible sword which inflicts consistent
regular damage and high slash damage, making
it applicable to a variety of situations."
"200800","Weapon type: Straight Sword
Attack type: Regular/Thrust

This small straight sword is widely used,
to an extent only matched by the longsword.

An accessible sword which inflicts consistent
regular damage and high slash damage, making
it applicable to a variety of situations."
"200900","Weapon type: Straight Sword
Attack type: Regular/Thrust

This small straight sword is widely used,
to an extent only matched by the longsword.

An accessible sword which inflicts consistent
regular damage and high slash damage, making
it applicable to a variety of situations."
"201000","Weapon type: Straight Sword
Attack type: Regular/Thrust

Widely-used standard straight sword, only
matched in ubiquity by the shortsword.

An accessible sword which inflicts consistent
regular damage and high slash damage, making
it applicable to a variety of situations."
"201100","Weapon type: Straight Sword
Attack type: Regular/Thrust

Widely-used standard straight sword, only
matched in ubiquity by the shortsword.

An accessible sword which inflicts consistent
regular damage and high slash damage, making
it applicable to a variety of situations."
"201200","Weapon type: Straight Sword
Attack type: Regular/Thrust

Widely-used standard straight sword, only
matched in ubiquity by the shortsword.

An accessible sword which inflicts consistent
regular damage and high slash damage, making
it applicable to a variety of situations."
"201300","Weapon type: Straight Sword
Attack type: Regular/Thrust

Widely-used standard straight sword, only
matched in ubiquity by the shortsword.

An accessible sword which inflicts consistent
regular damage and high slash damage, making
it applicable to a variety of situations."
"201400","Weapon type: Straight Sword
Attack type: Regular/Thrust

Widely-used standard straight sword, only
matched in ubiquity by the shortsword.

An accessible sword which inflicts consistent
regular damage and high slash damage, making
it applicable to a variety of situations."
"201500","Weapon type: Straight Sword
Attack type: Regular/Thrust

Widely-used standard straight sword, only
matched in ubiquity by the shortsword.

An accessible sword which inflicts consistent
regular damage and high slash damage, making
it applicable to a variety of situations."
"201600","Weapon type: Straight Sword
Attack type: Regular/Thrust

Widely-used standard straight sword, only
matched in ubiquity by the shortsword.

An accessible sword which inflicts consistent
regular damage and high slash damage, making
it applicable to a variety of situations."
"201700","Weapon type: Straight Sword
Attack type: Regular/Thrust

Widely-used standard straight sword, only
matched in ubiquity by the shortsword.

An accessible sword which inflicts consistent
regular damage and high slash damage, making
it applicable to a variety of situations."
"201800","Weapon type: Straight Sword
Attack type: Regular/Thrust

Widely-used standard straight sword, only
matched in ubiquity by the shortsword.

An accessible sword which inflicts consistent
regular damage and high slash damage, making
it applicable to a variety of situations."
"201900","Weapon type: Straight Sword
Attack type: Regular/Thrust

Widely-used standard straight sword, only
matched in ubiquity by the shortsword.

An accessible sword which inflicts consistent
regular damage and high slash damage, making
it applicable to a variety of situations."
"202000","Weapon type: Straight Sword
Attack type: Regular

The wide blade of this straight sword
emphasizes slicing and has no thrust attack.

The horizontal sweeping motion makes this
sword effective against multiple enemies."
"202100","Weapon type: Straight Sword
Attack type: Regular

The wide blade of this straight sword
emphasizes slicing and has no thrust attack.

The horizontal sweeping motion makes this
sword effective against multiple enemies."
"202200","Weapon type: Straight Sword
Attack type: Regular

The wide blade of this straight sword
emphasizes slicing and has no thrust attack.

The horizontal sweeping motion makes this
sword effective against multiple enemies."
"202300","Weapon type: Straight Sword
Attack type: Regular

The wide blade of this straight sword
emphasizes slicing and has no thrust attack.

The horizontal sweeping motion makes this
sword effective against multiple enemies."
"202400","Weapon type: Straight Sword
Attack type: Regular

The wide blade of this straight sword
emphasizes slicing and has no thrust attack.

The horizontal sweeping motion makes this
sword effective against multiple enemies."
"202500","Weapon type: Straight Sword
Attack type: Regular

The wide blade of this straight sword
emphasizes slicing and has no thrust attack.

The horizontal sweeping motion makes this
sword effective against multiple enemies."
"202600","Weapon type: Straight Sword
Attack type: Regular

The wide blade of this straight sword
emphasizes slicing and has no thrust attack.

The horizontal sweeping motion makes this
sword effective against multiple enemies."
"202700","Weapon type: Straight Sword
Attack type: Regular

The wide blade of this straight sword
emphasizes slicing and has no thrust attack.

The horizontal sweeping motion makes this
sword effective against multiple enemies."
"202800","Weapon type: Straight Sword
Attack type: Regular

The wide blade of this straight sword
emphasizes slicing and has no thrust attack.

The horizontal sweeping motion makes this
sword effective against multiple enemies."
"202900","Weapon type: Straight Sword
Attack type: Regular

The wide blade of this straight sword
emphasizes slicing and has no thrust attack.

The horizontal sweeping motion makes this
sword effective against multiple enemies."
"203000","Weapon type: Straight Sword
Attack type: Regular/Thrust

Half of the blade of this straight sword is
broken off.

Only the completely Hollowed would even
consider using this as a weapon."
"203100","Weapon type: Straight Sword
Attack type: Regular/Thrust

Half of the blade of this straight sword is
broken off.

Only the completely Hollowed would even
consider using this as a weapon."
"203200","Weapon type: Straight Sword
Attack type: Regular/Thrust

Half of the blade of this straight sword is
broken off.

Only the completely Hollowed would even
consider using this as a weapon."
"203300","Weapon type: Straight Sword
Attack type: Regular/Thrust

Half of the blade of this straight sword is
broken off.

Only the completely Hollowed would even
consider using this as a weapon."
"203400","Weapon type: Straight Sword
Attack type: Regular/Thrust

Half of the blade of this straight sword is
broken off.

Only the completely Hollowed would even
consider using this as a weapon."
"203500","Weapon type: Straight Sword
Attack type: Regular/Thrust

Half of the blade of this straight sword is
broken off.

Only the completely Hollowed would even
consider using this as a weapon."
"203600","Weapon type: Straight Sword
Attack type: Regular/Thrust

Half of the blade of this straight sword is
broken off.

Only the completely Hollowed would even
consider using this as a weapon."
"203700","Weapon type: Straight Sword
Attack type: Regular/Thrust

Half of the blade of this straight sword is
broken off.

Only the completely Hollowed would even
consider using this as a weapon."
"203800","Weapon type: Straight Sword
Attack type: Regular/Thrust

Half of the blade of this straight sword is
broken off.

Only the completely Hollowed would even
consider using this as a weapon."
"203900","Weapon type: Straight Sword
Attack type: Regular/Thrust

Half of the blade of this straight sword is
broken off.

Only the completely Hollowed would even
consider using this as a weapon."
"204000","Weapon type: Straight Sword
Attack type: Regular/Thrust

The knights of the ancient kingdom of Balder
wielded these rock-solid, long swords which
are excellent for thrust attacks.
Balder was the home of Knight King Rendal,
but the kingdom was reduced to ruins after
a widespread outbreak of Undead."
"204100","Weapon type: Straight Sword
Attack type: Regular/Thrust

The knights of the ancient kingdom of Balder
wielded these rock-solid, long swords which
are excellent for thrust attacks.
Balder was the home of Knight King Rendal,
but the kingdom was reduced to ruins after
a widespread outbreak of Undead."
"204200","Weapon type: Straight Sword
Attack type: Regular/Thrust

The knights of the ancient kingdom of Balder
wielded these rock-solid, long swords which
are excellent for thrust attacks.
Balder was the home of Knight King Rendal,
but the kingdom was reduced to ruins after
a widespread outbreak of Undead."
"204300","Weapon type: Straight Sword
Attack type: Regular/Thrust

The knights of the ancient kingdom of Balder
wielded these rock-solid, long swords which
are excellent for thrust attacks.
Balder was the home of Knight King Rendal,
but the kingdom was reduced to ruins after
a widespread outbreak of Undead."
"204400","Weapon type: Straight Sword
Attack type: Regular/Thrust

The knights of the ancient kingdom of Balder
wielded these rock-solid, long swords which
are excellent for thrust attacks.
Balder was the home of Knight King Rendal,
but the kingdom was reduced to ruins after
a widespread outbreak of Undead."
"204500","Weapon type: Straight Sword
Attack type: Regular/Thrust

The knights of the ancient kingdom of Balder
wielded these rock-solid, long swords which
are excellent for thrust attacks.
Balder was the home of Knight King Rendal,
but the kingdom was reduced to ruins after
a widespread outbreak of Undead."
"204600","Weapon type: Straight Sword
Attack type: Regular/Thrust

The knights of the ancient kingdom of Balder
wielded these rock-solid, long swords which
are excellent for thrust attacks.
Balder was the home of Knight King Rendal,
but the kingdom was reduced to ruins after
a widespread outbreak of Undead."
"204700","Weapon type: Straight Sword
Attack type: Regular/Thrust

The knights of the ancient kingdom of Balder
wielded these rock-solid, long swords which
are excellent for thrust attacks.
Balder was the home of Knight King Rendal,
but the kingdom was reduced to ruins after
a widespread outbreak of Undead."
"204800","Weapon type: Straight Sword
Attack type: Regular/Thrust

The knights of the ancient kingdom of Balder
wielded these rock-solid, long swords which
are excellent for thrust attacks.
Balder was the home of Knight King Rendal,
but the kingdom was reduced to ruins after
a widespread outbreak of Undead."
"204900","Weapon type: Straight Sword
Attack type: Regular/Thrust

The knights of the ancient kingdom of Balder
wielded these rock-solid, long swords which
are excellent for thrust attacks.
Balder was the home of Knight King Rendal,
but the kingdom was reduced to ruins after
a widespread outbreak of Undead."
"205000","Weapon type: Straight Sword
Attack type: Regular/Thrust

A fully crystallized straight sword.
How such a weapon was created
is entirely unknown.
The crystallization boosts its attack, but
makes the blade brittle. The sword cannot be
used for long, as it cannot be repaired."
"206000","Weapon type: Straight Sword
Attack type: Regular/Thrust

This standard longsword, belonging to Solaire
of Astora, is of high quality, is well-
forged, and has been kept in good repair.

Easy-to-use and dependable, but unlikely to
live up to its grandiose name.
"
"206100","Weapon type: Straight Sword
Attack type: Regular/Thrust

This standard longsword, belonging to Solaire
of Astora, is of high quality, is well-
forged, and has been kept in good repair.

Easy-to-use and dependable, but unlikely to
live up to its grandiose name.
"
"206200","Weapon type: Straight Sword
Attack type: Regular/Thrust

This standard longsword, belonging to Solaire
of Astora, is of high quality, is well-
forged, and has been kept in good repair.

Easy-to-use and dependable, but unlikely to
live up to its grandiose name.
"
"206300","Weapon type: Straight Sword
Attack type: Regular/Thrust

This standard longsword, belonging to Solaire
of Astora, is of high quality, is well-
forged, and has been kept in good repair.

Easy-to-use and dependable, but unlikely to
live up to its grandiose name.
"
"206400","Weapon type: Straight Sword
Attack type: Regular/Thrust

This standard longsword, belonging to Solaire
of Astora, is of high quality, is well-
forged, and has been kept in good repair.

Easy-to-use and dependable, but unlikely to
live up to its grandiose name.
"
"206500","Weapon type: Straight Sword
Attack type: Regular/Thrust

This standard longsword, belonging to Solaire
of Astora, is of high quality, is well-
forged, and has been kept in good repair.

Easy-to-use and dependable, but unlikely to
live up to its grandiose name.
"
"206600","Weapon type: Straight Sword
Attack type: Regular/Thrust

This standard longsword, belonging to Solaire
of Astora, is of high quality, is well-
forged, and has been kept in good repair.

Easy-to-use and dependable, but unlikely to
live up to its grandiose name.
"
"206700","Weapon type: Straight Sword
Attack type: Regular/Thrust

This standard longsword, belonging to Solaire
of Astora, is of high quality, is well-
forged, and has been kept in good repair.

Easy-to-use and dependable, but unlikely to
live up to its grandiose name.
"
"206800","Weapon type: Straight Sword
Attack type: Regular/Thrust

This standard longsword, belonging to Solaire
of Astora, is of high quality, is well-
forged, and has been kept in good repair.

Easy-to-use and dependable, but unlikely to
live up to its grandiose name.
"
"206900","Weapon type: Straight Sword
Attack type: Regular/Thrust

This standard longsword, belonging to Solaire
of Astora, is of high quality, is well-
forged, and has been kept in good repair.

Easy-to-use and dependable, but unlikely to
live up to its grandiose name.
"
"207000","Weapon type: Straight Sword
Attack type: Thrust

The choice weapon of the infamous Darkwraith
Kirk, also known as the Knight of Thorns for
the gnarly spikes on his favorite weapon.

This frightful sword deals only thrust
attacks, and causes heavy bleeding."
"207100","Weapon type: Straight Sword
Attack type: Regular/Thrust

The choice weapon of the infamous Darkwraith
Kirk, also known as the Knight of Thorns for
the gnarly spikes on his favorite weapon.

The sharp spikes of this ghastly weapon
cause heavy bleeding."
"207200","Weapon type: Straight Sword
Attack type: Regular/Thrust

The choice weapon of the infamous Darkwraith
Kirk, also known as the Knight of Thorns for
the gnarly spikes on his favorite weapon.

The sharp spikes of this ghastly weapon
cause heavy bleeding."
"207300","Weapon type: Straight Sword
Attack type: Regular/Thrust

The choice weapon of the infamous Darkwraith
Kirk, also known as the Knight of Thorns for
the gnarly spikes on his favorite weapon.

The sharp spikes of this ghastly weapon
cause heavy bleeding."
"207400","Weapon type: Straight Sword
Attack type: Regular/Thrust

The choice weapon of the infamous Darkwraith
Kirk, also known as the Knight of Thorns for
the gnarly spikes on his favorite weapon.

The sharp spikes of this ghastly weapon
cause heavy bleeding."
"207500","Weapon type: Straight Sword
Attack type: Regular/Thrust

The choice weapon of the infamous Darkwraith
Kirk, also known as the Knight of Thorns for
the gnarly spikes on his favorite weapon.

The sharp spikes of this ghastly weapon
cause heavy bleeding."
"207600","Weapon type: Straight Sword
Attack type: Regular/Thrust

The choice weapon of the infamous Darkwraith
Kirk, also known as the Knight of Thorns for
the gnarly spikes on his favorite weapon.

The sharp spikes of this ghastly weapon
cause heavy bleeding."
"207700","Weapon type: Straight Sword
Attack type: Regular/Thrust

The choice weapon of the infamous Darkwraith
Kirk, also known as the Knight of Thorns for
the gnarly spikes on his favorite weapon.

The sharp spikes of this ghastly weapon
cause heavy bleeding."
"207800","Weapon type: Straight Sword
Attack type: Regular/Thrust

The choice weapon of the infamous Darkwraith
Kirk, also known as the Knight of Thorns for
the gnarly spikes on his favorite weapon.

The sharp spikes of this ghastly weapon
cause heavy bleeding."
"207900","Weapon type: Straight Sword
Attack type: Regular/Thrust

The choice weapon of the infamous Darkwraith
Kirk, also known as the Knight of Thorns for
the gnarly spikes on his favorite weapon.

The sharp spikes of this ghastly weapon
cause heavy bleeding."
"208000","Weapon type: Straight Sword
Attack type: Regular

The silver knights of Anor Londo guard the
city using this beautifully slender weapon.

Its chain attacks, in which the wielder takes
great advancing steps and makes use of his
bodyweight, are deadly even in single hits."
"209000","Weapon type: Straight Sword
Attack type: Regular/Thrust

Straight sword of an unknown knight,
likely one of Astora's superiors.

High-quality weapon with a powerful blessing."
"209100","Weapon type: Straight Sword
Attack type: Regular/Thrust

Straight sword of an unknown knight,
likely a high-ranked knight of Astora.

High-quality weapon with a powerful blessing."
"209200","Weapon type: Straight Sword
Attack type: Regular/Thrust

Straight sword of an unknown knight,
likely a high-ranked knight of Astora.

High-quality weapon with a powerful blessing."
"209300","Weapon type: Straight Sword
Attack type: Regular/Thrust

Straight sword of an unknown knight,
likely a high-ranked knight of Astora.

High-quality weapon with a powerful blessing."
"209400","Weapon type: Straight Sword
Attack type: Regular/Thrust

Straight sword of an unknown knight,
likely a high-ranked knight of Astora.

High-quality weapon with a powerful blessing."
"209500","Weapon type: Straight Sword
Attack type: Regular/Thrust

Straight sword of an unknown knight,
likely a high-ranked knight of Astora.

High-quality weapon with a powerful blessing."
"209600","Weapon type: Straight Sword
Attack type: Regular/Thrust

Straight sword of an unknown knight,
likely a high-ranked knight of Astora.

High-quality weapon with a powerful blessing."
"209700","Weapon type: Straight Sword
Attack type: Regular/Thrust

Straight sword of an unknown knight,
likely a high-ranked knight of Astora.

High-quality weapon with a powerful blessing."
"209800","Weapon type: Straight Sword
Attack type: Regular/Thrust

Straight sword of an unknown knight,
likely a high-ranked knight of Astora.

High-quality weapon with a powerful blessing."
"209900","Weapon type: Straight Sword
Attack type: Regular/Thrust

Straight sword of an unknown knight,
likely a high-ranked knight of Astora.

High-quality weapon with a powerful blessing."
"210000","Weapon type: Straight Sword
Attack type: Regular

The sword of the knights of the Four Kings of
New Londo. Its blade is wide and thick, and
it is wielded in an unusual manner.
When the Four Kings were seduced by evil,
their knights became Darkwraiths, servants
of the Dark who wielded these darkswords.

"
"210100","Weapon type: Straight Sword
Attack type: Regular

The sword of the knights of the Four Kings of
New Londo. Its blade is wide and thick, and
it is wielded in an unusual manner.
When the Four Kings were seduced by evil,
their knights became Darkwraiths, servants
of the Dark who wielded these darkswords.

"
"210200","Weapon type: Straight Sword
Attack type: Regular

The sword of the knights of the Four Kings of
New Londo. Its blade is wide and thick, and
it is wielded in an unusual manner.
When the Four Kings were seduced by evil,
their knights became Darkwraiths, servants
of the Dark who wielded these darkswords.

"
"210300","Weapon type: Straight Sword
Attack type: Regular

The sword of the knights of the Four Kings of
New Londo. Its blade is wide and thick, and
it is wielded in an unusual manner.
When the Four Kings were seduced by evil,
their knights became Darkwraiths, servants
of the Dark who wielded these darkswords.

"
"210400","Weapon type: Straight Sword
Attack type: Regular

The sword of the knights of the Four Kings of
New Londo. Its blade is wide and thick, and
it is wielded in an unusual manner.
When the Four Kings were seduced by evil,
their knights became Darkwraiths, servants
of the Dark who wielded these darkswords.

"
"210500","Weapon type: Straight Sword
Attack type: Regular

The sword of the knights of the Four Kings of
New Londo. Its blade is wide and thick, and
it is wielded in an unusual manner.
When the Four Kings were seduced by evil,
their knights became Darkwraiths, servants
of the Dark who wielded these darkswords.

"
"210600","Weapon type: Straight Sword
Attack type: Regular

The sword of the knights of the Four Kings of
New Londo. Its blade is wide and thick, and
it is wielded in an unusual manner.
When the Four Kings were seduced by evil,
their knights became Darkwraiths, servants
of the Dark who wielded these darkswords.

"
"210700","Weapon type: Straight Sword
Attack type: Regular

The sword of the knights of the Four Kings of
New Londo. Its blade is wide and thick, and
it is wielded in an unusual manner.
When the Four Kings were seduced by evil,
their knights became Darkwraiths, servants
of the Dark who wielded these darkswords.

"
"210800","Weapon type: Straight Sword
Attack type: Regular

The sword of the knights of the Four Kings of
New Londo. Its blade is wide and thick, and
it is wielded in an unusual manner.
When the Four Kings were seduced by evil,
their knights became Darkwraiths, servants
of the Dark who wielded these darkswords.

"
"210900","Weapon type: Straight Sword
Attack type: Regular

The sword of the knights of the Four Kings of
New Londo. Its blade is wide and thick, and
it is wielded in an unusual manner.
When the Four Kings were seduced by evil,
their knights became Darkwraiths, servants
of the Dark who wielded these darkswords.

"
"211000","Weapon type: Straight Sword
Attack type: Regular

This sword, one of the rare dragon weapons,
is formed by a drake's tail. Drakes are
seen as undeveloped imitators of the dragons,
but in they are likely their distant kin.
The sword is imbued with a mystical power,
to be released when held with both hands."
"212000","Weapon type: Straight Sword
Attack type: Regular/Thrust

The hilt of this lost sword was found
discarded in the Undead Asylum.

Only slightly better than one's bare hands,
and not recommended for extensive use.
Be certain to find a replacement quickly."
"212100","Weapon type: Straight Sword
Attack type: Regular/Thrust

The hilt of this lost sword was found
discarded in the Undead Asylum.

Only slightly better than one's bare hands,
and not recommended for extensive use.
Be certain to find a replacement quickly."
"212200","Weapon type: Straight Sword
Attack type: Regular/Thrust

The hilt of this lost sword was found
discarded in the Undead Asylum.

Only slightly better than one's bare hands,
and not recommended for extensive use.
Be certain to find a replacement quickly."
"212300","Weapon type: Straight Sword
Attack type: Regular/Thrust

The hilt of this lost sword was found
discarded in the Undead Asylum.

Only slightly better than one's bare hands,
and not recommended for extensive use.
Be certain to find a replacement quickly."
"212400","Weapon type: Straight Sword
Attack type: Regular/Thrust

The hilt of this lost sword was found
discarded in the Undead Asylum.

Only slightly better than one's bare hands,
and not recommended for extensive use.
Be certain to find a replacement quickly."
"212500","Weapon type: Straight Sword
Attack type: Regular/Thrust

The hilt of this lost sword was found
discarded in the Undead Asylum.

Only slightly better than one's bare hands,
and not recommended for extensive use.
Be certain to find a replacement quickly."
"212600","Weapon type: Straight Sword
Attack type: Regular/Thrust

The hilt of this lost sword was found
discarded in the Undead Asylum.

Only slightly better than one's bare hands,
and not recommended for extensive use.
Be certain to find a replacement quickly."
"212700","Weapon type: Straight Sword
Attack type: Regular/Thrust

The hilt of this lost sword was found
discarded in the Undead Asylum.

Only slightly better than one's bare hands,
and not recommended for extensive use.
Be certain to find a replacement quickly."
"212800","Weapon type: Straight Sword
Attack type: Regular/Thrust

The hilt of this lost sword was found
discarded in the Undead Asylum.

Only slightly better than one's bare hands,
and not recommended for extensive use.
Be certain to find a replacement quickly."
"212900","Weapon type: Straight Sword
Attack type: Regular/Thrust

The hilt of this lost sword was found
discarded in the Undead Asylum.

Only slightly better than one's bare hands,
and not recommended for extensive use.
Be certain to find a replacement quickly."
"300000","Weapon type: Greatsword
Attack type: Regular

This standard greatsword is normally wielded
with two hands due to its great weight.

Usually swung in large arcs and effective
against multiple foes. Far from ideal when
fighting in tight quarters."
"300100","Weapon type: Greatsword
Attack type: Regular

This standard greatsword is normally wielded
with two hands due to its great weight.

Usually swung in large arcs and effective
against multiple foes. Far from ideal when
fighting in tight quarters."
"300200","Weapon type: Greatsword
Attack type: Regular

This standard greatsword is normally wielded
with two hands due to its great weight.

Usually swung in large arcs and effective
against multiple foes. Far from ideal when
fighting in tight quarters."
"300300","Weapon type: Greatsword
Attack type: Regular

This standard greatsword is normally wielded
with two hands due to its great weight.

Usually swung in large arcs and effective
against multiple foes. Far from ideal when
fighting in tight quarters."
"300400","Weapon type: Greatsword
Attack type: Regular

This standard greatsword is normally wielded
with two hands due to its great weight.

Usually swung in large arcs and effective
against multiple foes. Far from ideal when
fighting in tight quarters."
